"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"N/A","N/A","True","German","Der Bockerer IV - Prager Fr端hling","Austria","Franz Antel, Kurt Huemer, Fedor Mosnak","N/A","6.1","Franz Antel, Kurt Ockermueller","31 Oct 2003","Karl Merkatz, Katharina Stemberger, Marianne Nentwich, Alexander Wussow","2003","Drama","1 nomination.","90 min","movie","N/A","67","tt0330073"
"N/A","N/A","True","N/A","Chaalbaaz","N/A","N/A","N/A","N/A","Gautam Verma","01 Jan 2003","Rajat Bedi, Mithun Chakraborty, Dinesh Hingoo, Rupanjli","2003","Action","N/A","N/A","movie","N/A","N/A","tt2009443"
"N/A","U","True","N/A","Swapnam Kondu Thulabharam","N/A","Reghunath Paleri","N/A","2.8","Rajasenan","01 Jun 2003","Suresh Gopi, Kunchacko Boban, Shrutika, Janardanan","2003","Comedy, Drama","N/A","N/A","movie","N/A","18","tt0390527"
"N/A","N/A","True","Japanese","Hana","Japan","Kazuki Kaneshiro (novel), Satoko Okudera","N/A","6.9","Shinichi Nishitani","01 Nov 2003","Takao Ohsawa, Akira Emoto, Ken'ichi End么, Shiho Fujimura","2003","Drama","1 win.","106 min","movie","N/A","16","tt0416797"
"N/A","N/A","True","French, German, Swiss German","Mais im Bundeshuus: le génie helvétique","Switzerland","N/A","N/A","7.3","Jean-Stéphane Bron","03 Nov 2004","Jacques Neirynck, Josef Kunz, Liliane Chappuis, Maya Graf","2003","Thriller","1 win & 1 nomination.","90 min","movie","N/A","158","tt0381395"
"N/A","N/A","True","N/A","Knots","N/A","Ángel Alonso, Txell Bonet","N/A","6.8","Lluís Maria Güell","07 Mar 2003","Charo López, Goya Toledo, Carlos Álvarez-Nóvoa, Santi Millán","2003","Comedy, Drama","N/A","1 h 37 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMzODM3MTcyN15BMl5BanBnXkFtZTcwNTc0NDMzMQ@@._V1_SX300.jpg","60","tt0355842"
"N/A","N/A","True","Cantonese","San chat bye mooi 2","Hong Kong","Sunny Chan, Joe Ma","N/A","5.2","Joe Ma","04 Jul 2003","Miriam Yeung Chin Wah, Daniel Wu, Siu-Yan Cha, Man-Lei Chan","2003","N/A","N/A","100 min","movie","N/A","183","tt0375934"
"""Kissing Metal"" is the story of Philippe, a down and out European film producer, who lives in a tent in the shadow of his unfinished house in Brentwood. Philippe is struggling to sell a ...","N/A","True","N/A","Hollywood Buddha","N/A","Philippe Caland","42","5.3","Philippe Caland","05 Apr 2003","Bryan 'Wacko' Black, Brandi Michelle Bourgon, Nancie Boykiss, Charley Mae Caland","2003","Drama, Comedy","N/A","99 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg3MzQ2MDM1M15BMl5BanBnXkFtZTcwMDYyODQwNw@@._V1_SY264_CR15,0,180,264_.jpg","54","tt0365411"
"The Government of India decides to honor five entrepreneurs in a small town called Shrirajpur in Maharashtra...","N/A","True","N/A","Baap Ka Baap","N/A","N/A","N/A","5.7","Mahesh Kothare","N/A","Sadashiv Amrapurkar, Laxmikant Berde, Ravindra Berde, Aarti Chandorkar","2003","Thriller","N/A","N/A","movie","N/A","7","tt0778620"
"Maggie, a professional women in her 30s, is in the sleeping compartment of an overnight train to Sydney. Maggie is a workaholic who drowns her loneliness in a busy world. Unable to relax, ...","N/A","True","English","So Close to Home","Australia","Madeleine Blackwell","N/A","4.8","Jessica Hobbs","01 Sep 2003","Kerry Fox, Gillian Jones, Arbenita Fejzullahu, Bethany Jenkins","2003","Drama","1 win & 4 nominations.","50 min","movie","N/A","23","tt0378781"
"N/A","N/A","True","N/A","Superprodukcja","N/A","Juliusz Machulski, Jaroslaw Sok贸l","N/A","4.9","Juliusz Machulski","28 Feb 2003","Rafal Kr贸likowski, Piotr Fronczewski, Janusz Rewinski, Anna Przybylska","2003","Comedy","N/A","92 min","movie","N/A","468","tt0354068"
"N/A","R-18","True","N/A","Nena inosente","N/A","N/A","N/A","N/A","Angelito J. de Guzman","20 Aug 2003","Kat de Santos, Brando Legaspi, Mike Magat, Allona Amor","2003","Drama, Romance","N/A","1 h 30 min","movie","N/A","N/A","tt0379905"
"N/A","N/A","True","N/A","Living and Dining","N/A","Doug Stone","N/A","7.9","Doug Stone","N/A","Jay Nickerson, Daniel Tisman, John Tague, Katherine Wallach","2003","Comedy, Drama","N/A","1 h 32 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE1OTE4MTkxN15BMl5BanBnXkFtZTcwMjg1OTkzNw@@._V1_SX300.jpg","21","tt0356830"
"In an undefined future, madness was defeated all over Planet Earth. Only 3 madmen survived. A team of scientists manage to catch them. The scientists begin an experiment: they want to isolate madness for understanding its mechanism.","N/A","True","N/A","Il ronzio delle mosche","N/A","Dario D'Ambrosi, Dario D'Ambrosi","N/A","4.9","Dario D'Ambrosi","N/A","Greta Scacchi, Nicolas Vaporidis, Luca Calvani, Giorgio Colangeli","2003","Drama, Fantasy, Sci-Fi","N/A","1 h 20 min","movie","N/A","7","tt0369880"
"The title reflects the brand of a financial institution, the bank of the Saltim family: Frederic, the younger brother...","N/A","True","N/A","Saltimbank","N/A","Jean-Claude Biette","N/A","6.7","Jean-Claude Biette","10 Sep 2003","Jeanne Balibar, Jean-Christophe Bouvet, Jean-Marc Barr, Pascal Cervo","2003","Drama, Comedy","N/A","1 h 32 min","movie","N/A","45","tt0306040"
"Kimberly Beckmen is a reporter who cares less about being good, than about getting a good story. She...","14A","True","N/A","Turnbuckle","N/A","Christopher Craddock, Ian Rowe","N/A","5.0","Christopher Craddock, Kevin Gillese","N/A","Jocelyn Ahlf, Belinda Cornish, Francois Marchand, Fred Kroetsch","2003","Comedy","N/A","1 h 30 min","movie","http://ia.media-imdb.com/images/M/MV5BMjM4NjYzODI3NF5BMl5BanBnXkFtZTgwNjUzMDA2MDE@._V1_SX300.jpg","22","tt0426610"
"The Indian army is at the Indo-Pak border to rescue the people of a Pak captured village. The troup has Lt...","N/A","True","N/A","War & Love","N/A","Vinayan, Vinayan","N/A","1.8","Vinayan","26 Nov 2003","Dilip, Prabhu, Laila, Vijayaraghavan","2003","Action, Romance, Thriller, War","N/A","N/A","movie","N/A","50","tt0389522"
"An African student stranded in Paris after losing his government grant discovers a bag of drugs and money while working as a parking garage attendant.","N/A","True","N/A","Moi et mon blanc","N/A","S. Pierre Yameogo","N/A","7.0","S. Pierre Yameogo","02 Apr 2004","Serge Bayala, Pierre-Loup Rajot, Anne Roussel, Bruno Predebon","2003","Comedy","N/A","97 min","movie","N/A","46","tt0377094"
"N/A","N/A","True","Cantonese","Sat yik gaai lui wong","Hong Kong","Susan Chan, Tuk-Wai Yung","N/A","5.3","Jingle Ma","10 Apr 2003","Sui Junbo, Louis Koo, Tats Lau, Cherrie Ying","2003","Comedy, Romance","N/A","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA5NDY5NzA4M15BMl5BanBnXkFtZTcwMTcyMjQzMQ@@._V1_SY264_CR4,0,178,264_.jpg","150","tt0379975"
"Vote For Me! is a political comedy set in East Harlem: the story of a 70-year old Puerto Rican super who runs for Congress and wins.","N/A","True","N/A","Vote for Me","N/A","Nelson Denis","N/A","6.3","Nelson Denis","N/A","Malik Yoba, ﾃ］gel Salazar, Gloria Irizarry, Ricardo Barber","2003","Comedy","N/A","1 h 30 min","movie","N/A","10","tt0304912"
"The Face of the Serpent is an action-thriller with strong political undertones of local government corruption. The film focuses on a morally conscious assassin called Quinn. His next target...","R","True","English","The Face of the Serpent","USA","David B. Craig","N/A","4.5","David B. Craig","01 Dec 2004","Dean Paul IV, Lana Antonova, Steve Roth, Bo Brinkman","2003","Action, Adventure, Thriller","N/A","116 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIzNDc3NDY3Ml5BMl5BanBnXkFtZTYwMDM1Nzc5._V1_SX300.jpg","59","tt0306800"
"N/A","N/A","True","N/A","A Cold Summer","N/A","Teo Gebert, Paul Middleditch","N/A","5.3","Paul Middleditch","N/A","Teo Gebert, Olivia Pigeot, Susan Prior","2003","Drama","N/A","1 h 23 min","movie","N/A","43","tt0355336"
"N/A","U","True","N/A","Sata Michha","N/A","N/A","N/A","N/A","Raju Misra","N/A","Namrta Das, Gungun, Aparajita Mohanty, Sarat Pujari","2003","Drama","N/A","N/A","movie","N/A","N/A","tt1459958"
"N/A","N/A","True","N/A","El matrimonio es como el manicomio","N/A","N/A","N/A","N/A","N/A","N/A","Claudia del Valle, Maribel Fernรกndez, Diana Herrera, Alfonso Zayas","2003","Comedy","N/A","1 h 30 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAwNDI3OTExOV5BMl5BanBnXkFtZTcwMDcyMTAzMQ@@._V1_SX300.jpg","N/A","tt0387386"
"N/A","N/A","True","N/A","Torn","N/A","Jacek Filipiak","N/A","7.3","Jacek Filipiak","24 Sep 2004","Krzysztof Ciupa, Lech Dyblik, Agnieszka Dygant, Jan Frycz","2003","Drama","N/A","1 h 37 min","movie","N/A","34","tt0385360"
"Marty & Rebecca's marriage is falling apart, and both are having affairs. As their marriage spirals...","N/A","True","N/A","Deadly Obsessions","N/A","Karl Bauer","N/A","N/A","Karl G. Bauer","29 Nov 2003","Nick Capous, Irene Glezos, Karen Stanion, Laundrea Thomas","2003","Drama","N/A","1 h 41 min","movie","N/A","N/A","tt0820867"
"N/A","N/A","True","Hindi","Aaj Ka Andha Kanoon","India","K.K. Dharni, Sanjay Sinha","N/A","3.4","Amit Chandra Sahay","10 Jun 2003","Sudesh Berry, Priyanka, Aman Jalali, Vishakha Jhaveri","2003","Action","N/A","N/A","movie","N/A","14","tt0426863"
"N/A","N/A","True","N/A","Razboi ĂŽn bucatarie","N/A","Rasvan Popescu","N/A","6.5","Marius Barna","27 Jan 2003","Gheorghe Dinica, Ovidiu Niculescu","2003","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTg4NjQ5MTgzOV5BMl5BanBnXkFtZTcwMjQyNDc3MQ@@._V1_SY264_CR13,0,180,264_.jpg","33","tt0284422"
"N/A","N/A","True","N/A","Beyond the Lost World: The Alien Conspiracy III","N/A","Kevin J. Lindenmuth, Tim Ritter, Stephen C. Seward","N/A","4.1","John Bowker, Kevin J. Lindenmuth, Tim Ritter","21 Jan 2003","Tom Nondorf, Debbie Rochon, Jeanne F. Scott, Nathaniel Scott","2003","Sci-Fi","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BNDg0MTU2NTU1OF5BMl5BanBnXkFtZTcwMjUxMTc2NQ@@._V1_SY264_CR109,0,180,264_.jpg","19","tt0259213"
"'The Gun' is a powerful dramatic thriller documenting a brief moment in the 'life' of one gun and the people who desperately must have it. Having the gun is a right, but at what price?","N/A","True","N/A","The Gun","N/A","Vladimir Alenikov","N/A","6.7","Vladimir Alenikov","26 Mar 2003","Jack Forbes, Tamara Tana, Jeremiah Hassemer, Valerie Dillman","2003","Action, Drama, Thriller","N/A","1 h 38 min","movie","http://ia.media-imdb.com/images/M/MV5BNTk0MzYyNzk2Nl5BMl5BanBnXkFtZTcwMDgwMjIzMQ@@._V1_SX300.jpg","59","tt0361682"
"Jun (Miyamoto) is a girl who is rumored to hold the key to the antibody to an infamous evil drug her father created known as Yellow Dragon. She is forced to go on the run from the various ...","N/A","True","Japanese","Yellow Dragon","Japan","Nozomu Kasagi (screenplay), Tsutomu Kashima (screenplay), Yasuaki Kurata (screenplay)","N/A","5.3","Tsutomu Kashima","N/A","Wai-Man Chan, Yasuaki Kurata, Maki Miyamoto, Shouei","2003","Action","N/A","98 min","movie","N/A","22","tt0863103"
"Eun-bi, an orphaned girl who works as a prostitute, is moved to action when her prostitute friend is...","R(A)","True","N/A","Daehanminguk heonbeob je 1jo","N/A","Jong-tae Choi, Jin-su Kim","N/A","6.0","Kyeong-shik Song","14 Mar 2003","Ji-won Ye, Seong-min Lim, Mun-shik Lee, Jin Nam","2003","Comedy, Drama","N/A","1 h 48 min","movie","N/A","50","tt0353328"
"N/A","N/A","True","N/A","Fia og klovnene","N/A","N/A","N/A","6.1","Elsa Kvamme","24 Oct 2003","Nina Andresen Borud, Sergio Bini, Klara DĂ¸ving, Minken Fosheim","2003","N/A","N/A","1 h 40 min","movie","N/A","29","tt0354577"
"N/A","N/A","True","English","The Great Commission","USA","Andrew Burrows-Trotman","N/A","N/A","Rockmond Dunbar","11 Jun 2003","Obba BabatundĂŠ, Adam Clark, Scott Kelly Galbreath, Joe Hartman","2003","Drama","N/A","N/A","movie","N/A","N/A","tt0353513"
"N/A","PG-12","True","N/A","Guuzen nimo saiaku na shounen","N/A","Mitsunori Gu, Su-yeon Gu","N/A","6.8","Su-yeon Gu","13 Sep 2003","Hayato Ichihara, Mika Nakashima, Shin Yazawa, Hiroyuki Ikeuchi","2003","Drama, Romance","N/A","1 h 53 min","movie","N/A","84","tt0468750"
"Moonlight by the Sea depicts a futuristic world where ""The Corporation"" reigns, and salesmen are the foot soldiers of mind-control and propaganda. When a turn of events causes him to lose ...","N/A","True","English","Moonlight by the Sea","USA","John Ackley, Justin Hennard","N/A","6.8","Justin Hennard","18 Sep 2003","Sean Allen, Mylinda Royer, Kingsly Martin, Garry Peters","2003","Sci-Fi","N/A","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4MjU2MzY3N15BMl5BanBnXkFtZTcwMjgzMTIzMQ@@._V1_SX300.jpg","82","tt0384351"
"N/A","N/A","True","N/A","Getting a Life","N/A","Rodica Dรถhnert","N/A","6.8","Vivian Naefe","N/A","Nadja Bobyleva, Matthias Habich, Dana Vรกvrovรก, Florian David Fitz","2003","Drama","N/A","1 h 29 min","movie","N/A","29","tt0378650"
"N/A","12","True","N/A","Motown","N/A","Stefan Barth","N/A","5.2","Stefan Barth","27 Nov 2003","Nicolas Wackerbarth, Paul Grasshoff, Oliver Petszokat, Steffen Groth","2003","Drama, Romance","N/A","1 h 34 min","movie","N/A","76","tt0307189"
"N/A","U","True","N/A","Janji Diana","N/A","Yusof Haslam","N/A","6.3","Yusof Haslam","24 Jul 2003","Erra Fazira, Rosyam Nor, Erma Fatima, Fazley","2003","Crime, Drama, Romance","N/A","N/A","movie","N/A","9","tt0347271"
"N/A","N/A","True","N/A","Sayonara, Kuro","N/A","Emiko Hiramatsu, Katsumi Ishikawa, Joji Matsuoka","N/A","7.2","Joji Matsuoka","01 Jul 2003","Satoshi Tsumabuki, Ayumi Ito, Akira Emoto, Hirofumi Arai","2003","Drama","N/A","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ1NzQyMjgwNl5BMl5BanBnXkFtZTcwNzA3NDA4Nw@@._V1_SY264_CR109,0,180,264_.jpg","67","tt0400800"
"N/A","N/A","True","Italian","Ho visto le stelle","Italy","Vincenzo Salemme","N/A","5.5","Vincenzo Salemme","23 Dec 2003","Claudio Amendola, Enzo Cannavale, Maurizio Casagrande, Carola Clavarino","2003","Comedy","1 nomination.","N/A","movie","N/A","71","tt0400507"
"N/A","N/A","True","N/A","Drugstore Girl","N/A","Kankur么 Kud么","N/A","6.7","Katsuhide Motoki","07 Feb 2004","Rena Tanaka, Akira Emoto, Y没ji Miyake, Masat么 Ibu","2003","Comedy","N/A","1 h 45 min","movie","N/A","112","tt0484107"
"Two children from the future travel to ancient times to witness major events in religious history.","Unrated","True","Japanese","The Golden Laws","Japan","N/A","N/A","4.4","Takaaki Ishiyama","11 Oct 2003","T么ko Aoyama, Miki It么, Ikkei Kojima, Takehito Koyasu","2003","Animation","N/A","110 min","movie","N/A","10","tt1010436"
"N/A","N/A","True","N/A","Ela Cheppanu","N/A","Vara Prasad Varma","N/A","6.1","B.V. Ramana","05 Oct 2003","Siva Balaji, Tanikella Bharani, Brahmanandam, Giribabu","2003","Romance","N/A","N/A","movie","N/A","21","tt1248227"
"N/A","N/A","True","Mandarin","Iron Lion","China","Yuxian Huang","N/A","5.6","Daniel Lai","30 Jan 2007","Gordon Cheung, Karen Cheung, Man Fan, Qi Qi Kwok","2003","Action","N/A","90 min","movie","N/A","8","tt0984126"
"N/A","N/A","True","Cantonese","Lung gam wai 2003","Hong Kong","Vincent Kok, Patrick Kong","N/A","5.4","Vincent Kok","21 Aug 2003","Ronald Cheng, Stephy Tang, Ken Chang, Joe Cheng","2003","Comedy","N/A","102 min","movie","N/A","123","tt0379878"
"N/A","N/A","True","N/A","Little Lord Fauntleroy","N/A","Frances Hodgson Burnett","N/A","7.4","Ivan Popov","N/A","Stanislav Govorukhin, Aleksey Vesyolkin, Olga Budina, Oleg Shklovsky","2003","Family","N/A","1 h 45 min","movie","N/A","32","tt0372484"
"N/A","N/A","True","N/A","A Sea Apart","N/A","Ersi Danou","N/A","6.8","Ersi Danou","11 Apr 2003","Ky Evans, Haris Giakoumatos, Tamila Koulieva-Karantinaki, Terry Maratos","2003","N/A","N/A","1 h 30 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzMDAzNzI0Ml5BMl5BanBnXkFtZTcwMDYyMDYyMQ@@._V1_SX300.jpg","30","tt0295565"
"N/A","N/A","True","N/A","Pretty Lady","N/A","Wayne Calvin Byrd, Mediget Teshome","N/A","N/A","Wayne Calvin Byrd","N/A","Taye Hansberry, Rashad El Amin, Donnell C. Barret, Emayatzy Corinealdi","2003","Drama","N/A","1 h 2 min","movie","N/A","N/A","tt1245668"
"Ricardo Monteiro is a successful television producer specialising in reality shows. He is 45 years old...","15","True","N/A","A Filha","N/A","Vicente Alves do Ó, Solveig Nordlund","N/A","6.6","Solveig Nordlund","25 Apr 2003","Nuno Melo, Joana Bárcia, Margarida Marinho, Cecília Guimarães","2003","Drama","N/A","1 h 30 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc0Mzk2NjgwNV5BMl5BanBnXkFtZTgwODE4OTk1MDE@._V1_SX300.jpg","86","tt0342419"
"A Christmas story. Shame, promises, and secrets in a border town in Poland. Iwonka, who's 15 and blood simple, has a baby, and her mother Halina has promised her recently-dead husband that ...","N/A","True","Polish","Zhoorek","Poland","Ryszard Brylski, Olga Tokarczuk (short story)","N/A","6.6","Ryszard Brylski","26 Sep 2003","Katarzyna Figura, Natalia Rybicka, Marek Kasprzyk, Zbigniew Zamachowski","2003","Drama, Comedy","2 wins & 4 nominations.","72 min","movie","N/A","201","tt0380832"
"A Comedy/Horror feature film about two dysfunctional filmmakers who go out to uncover the truth behind sightings of a black panther in the English countryside","15","True","N/A","The Dark Hunter","N/A","Mark Jackson, Duncan Cowan","N/A","5.5","Duncan Cowan, Mark Jackson","N/A","Mark Jackson, Duncan Cowan, Johnnie Oddball, Rachel Rose Reid","2003","Comedy, Horror","N/A","1 h 15 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ3MzEwNzIyNF5BMl5BanBnXkFtZTcwMjg5NDc3Mg@@._V1_SX300.jpg","15","tt0449895"
"Hero Charan (Tarun) a middle class family guy, is cheated by Sanjana (Anitha), a girl from rich family...","U","True","N/A","Ninney Ishta Paddaanu","N/A","Kona Venkat","N/A","5.3","N/A","13 Jun 2003","Ali, Anitha, Sarath Babu, Tanikella Bharani","2003","N/A","N/A","N/A","movie","N/A","24","tt0374087"
"N/A","N/A","True","N/A","Kasthuriman","N/A","Ambazhathil Karunakaran Lohithadas","N/A","7.1","Ambazhathil Karunakaran Lohithadas","04 Apr 2003","Kunchacko Boban, Meera Jasmine, Shammi Thilakan, Cochin Hanifa","2003","Drama, Romance","N/A","N/A","movie","N/A","96","tt0396684"
"N/A","N/A","True","N/A","Hurricane Bullet","N/A","Ji-Shang Lu","N/A","N/A","Wai Yip","N/A","Cynthia Khan, Sek-Ming Lau, Bo-Yu Chen, Chung-Hsien Chen","2003","Action","N/A","1 h 19 min","movie","N/A","N/A","tt2151304"
"When the Japanese Metropolitan Police Department is confronted by a series of mysterious kidnappings of the teenage children of some various wealthy and powerful businessmen, they call upon...","N/A","True","Japanese","Playgirl","Japan","Hiroshi Katsuwabara","N/A","2.5","Shunichi Kajima","12 Apr 2003","Ai Fujita, Jun'ichi Haruta, Mizuho Ishikawa, Asumi Kato","2003","Action","N/A","85 min","movie","N/A","11","tt0390373"
"After Chennai-based Shakhti Mathur gets into fisticuffs with goons, his mother, Kamini, decides to send him to her parents' house in the country. He re-locates there, and ends up falling in...","N/A","True","Tamil, Hindi","Winner","India","Sundar C., Gopal Ram (dialogue)","N/A","6.6","Sundar C.","N/A","Prashanth, Kiran Rathod, Vadivelu, M.N. Nambiar","2003","Action, Comedy, Crime","1 nomination.","N/A","movie","N/A","49","tt1699525"
"A Turkish man gets a job in Zama City, Alberta, Canada. This movie shows the hardships about living in northern Alberta and the people who live there.","N/A","True","N/A","Mirror","N/A","Hakan Sahin","N/A","6.3","Hakan Sahin","N/A","Ugur Polat, Travis Vanhill, Ljubo Bakic, Lambert Leoften","2003","Comedy, Drama","N/A","1 h 20 min","movie","N/A","7","tt0372427"
"Sofia goes to her cousin Matheus's to take care of his two children, Júlia and Lucas, while he goes to a party. She finds a magic book, which transports them to a Magic Forest, where they ...","N/A","True","Portuguese","Xuxa in Abracadabra","Brazil","Flávio de Souza","N/A","1.6","Moacyr Góes","19 Dec 2003","Xuxa Meneghel, Brunno Abrahão, Luciana Andrade, Maria Mariana Azevedo","2003","Adventure, Fantasy, Family","N/A","87 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA4NzgwNjY0MV5BMl5BanBnXkFtZTcwNzQ1NTI0OQ@@._V1_SY264_CR75,0,180,264_.jpg","217","tt0391726"
"Amparo, a lawyer working as an advisor in an insurance company in Madrid is grieving over a traumatic event in her past...","7","True","N/A","Sleeping Luck","N/A","Ángeles González Sinde, Belén Gopegui","N/A","6.2","Ángeles González Sinde","21 Nov 2003","Adriana Ozores, Félix Gómez, José Soriano, Carlos Kaniowsky","2003","Drama","N/A","1 h 40 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY2OTg4MDA5Nl5BMl5BanBnXkFtZTcwMDY0NDMzMQ@@._V1_SX300.jpg","151","tt0382321"
"Two childhood friends - Darren and Gary - re-unite for the funeral of an old acquaintance. Gary boasts...","N/A","True","N/A","Meanwhile","N/A","Jason Millward","N/A","7.8","Jason Millward","N/A","Alan Bates, Elizabeth Bower, David Coggins, Rupert Hill","2003","N/A","N/A","1 h 45 min","movie","N/A","5","tt0449525"
"N/A","N/A","True","N/A","I'd Rather Be in Philadelphia","N/A","Hal Borden","N/A","7.7","Shawn David Thompson","N/A","Patrick Warburton, Ian Merrill Peakes, Carol Anne Raffa","2003","Comedy, Thriller","N/A","N/A","movie","N/A","11","tt0357774"
"A cleaning woman decides to sue the state for illegal discharge.","N/A","True","Finnish","Eila","Finland","Tove Idström","N/A","6.6","Jarmo Lampela","14 Mar 2003","Sari Mällinen, Ilkka Koivula, Hannes Suominen, Kristiina Halkola","2003","Drama","2 wins & 7 nominations.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BODgwNTI2NTUzMV5BMl5BanBnXkFtZTcwOTUyMzMzMQ@@._V1_SX300.jpg","266","tt0343624"
"A morgue assistant witnesses gut-wrenching autopsies and mutilated corpses on a daily basis. But strangest...","III","True","N/A","Fu bo","N/A","N/A","N/A","5.7","Kung-Lok Lee, Ching-Po Wong","18 Sep 2003","Jacob Mense, Tung Cho 'Joe' Cheung, Sze-Chit Lee, Kai Chi Liu","2003","Thriller","N/A","1 h 23 min","movie","http://ia.media-imdb.com/images/M/MV5BODA1ODUxMDU4Nl5BMl5BanBnXkFtZTcwMjgzMjUyMQ@@._V1_SX300.jpg","126","tt0388075"
"An idealistic, middle-class boy who enrolls in an urban college where style matters more than substance - meet Raghu More - a Roger Moore wannabe.","N/A","True","Hindi","Raghu More: Bachelor of Hearts","India","Iqbal Raj","N/A","4.8","Iqbal Raj","N/A","Anamika Goel, Sonika Kapoor, Mangala Kenkre, Faraha Khan","2003","Comedy","N/A","N/A","movie","N/A","12","tt0490475"
"N/A","N/A","True","N/A","Breaking the Mold: The Kee Malesky Story","USA","Richard D. Robinson, Aaron J. Rudelson, Joshua Seftel","N/A","7.8","Joshua Seftel","09 Oct 2003","Danielle Perry, Zabeth Russell, Gareth Reynolds, Eva Kim","2003","Comedy, Mystery","1 win.","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTkwNTUxNDA3NV5BMl5BanBnXkFtZTcwNTI2MDI2NA@@._V1_SY264_CR4,0,178,264_.jpg","13","tt0365016"
"N/A","N/A","True","Italian","Love, Lies, Kids... & Dogs","Italy","Eleonora Giorgi","N/A","5.2","Eleonora Giorgi","03 Oct 2003","Massimo Corvo, Remo Foglino, Bianca Galvan, Paolo Giommarelli","2003","Drama","1 nomination.","93 min","movie","N/A","19","tt0388501"
"The titillating, terrifying, and hilarious tale of a woman plagued by dreams of being a vampire. But are they just dreams? And will she wake up before her sleazy husband drives her crazy?","N/A","True","English","I Dream of Dracula","USA","Jim Haggerty","N/A","5.8","Jim Haggerty","01 Dec 2003","Michellina Shaffranski, Jae Mosc, Maria Bolaris, Jenna King","2003","Comedy, Horror","N/A","75 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEyNDU0NDY2MF5BMl5BanBnXkFtZTcwNjcwMzE0MQ@@._V1_SX300.jpg","47","tt1067076"
"N/A","U","True","N/A","Nater Guru","N/A","Samaresh Basu, Manotosh Chakrabarty","N/A","7.2","Haranath Chakraborty","N/A","Kaushik Bhattacharya, Nimu Bhowmick, Moushumi Chatterjee, Jeet","2003","Comedy, Drama, Romance","N/A","2 h 25 min","movie","N/A","12","tt1409116"
"The film follows Robinson (Leon Dai), a very succesfull real estate broker, who lives in a modern hotel in Taipei. But all the success also hides a lonely man, whose relations are becoming ...","N/A","True","N/A","Robinson's Crusoe","Taiwan","N/A","N/A","6.7","Cheng-sheng Lin","28 Jun 2003","Leon Dai, Kuei-Mei Yang, Shiang-chyi Chen, Feng-shu Chang","2003","Drama","1 nomination.","103 min","movie","N/A","18","tt0340642"
"Last Part of the Austrian Sit-Com MA 2412 is this feature-film. It deals with the behaviour of civil servants through different epochs (e.g. stone age, roman empire).","N/A","True","N/A","MA 2412 - Die Staatsdiener","N/A","Alfred Dorfer, Roland Düringer","N/A","4.5","Harald Sicheritz","25 Dec 2003","Alfred Dorfer, Roland Düringer, Monica Weinzettl, Wolfgang Böck","2003","Comedy","N/A","1 h 37 min","movie","N/A","213","tt0376736"
"Billy Lee Tucker has his penis shredded in a hot tub accident at the age of 8. Now 28 years old this is his story.","N/A","True","N/A","Summer Thunder","N/A","Spencer Schilly","N/A","5.2","Spencer Schilly","10 Aug 2003","Matthew Sandager, Jessica Sue Burstein, David McMahan, Paul Marlow","2003","Comedy","N/A","81 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkwOTIzNTI5Ml5BMl5BanBnXkFtZTcwMDMwMjcyMQ@@._V1_SY264_CR8,0,178,264_.jpg","55","tt0384567"
"N/A","Not Rated","True","N/A","Tricks and Treats","N/A","N/A","N/A","N/A","N/A","25 Mar 2003","Angel Cassidy, Olivia Del Rio, Felicia Fox, Teanara Kai","2003","N/A","N/A","N/A","movie","N/A","N/A","tt0418255"
"Animal rights activist Jade is anxious to get Nick Robinson, the marketing director of a pharmaceutical company...","N/A","True","N/A","Animals","N/A","Jonnie Hurn, Arik Alon","N/A","4.8","Arik Alon","N/A","Sheli Andrew, Paul Conway, Caroline Dalton, Jonnie Hurn","2003","Drama","N/A","1 h 20 min","movie","http://ia.media-imdb.com/images/M/MV5BMjk1MjI5MjczM15BMl5BanBnXkFtZTcwNTc5MzY4Mg@@._V1_SX300.jpg","28","tt0414830"
